WKT,category,latitude,longitude,datazone,name
"POINT (-4.27536 55.81875)",Pavements/footpaths,55.81875,-4.27536,S01009955,Merrylee and Millbrae - 01
"POINT (-4.24544 55.81891)",Potholes,55.81891,-4.24544,S01009998,Kingspark South - 06
"POINT (-4.27294 55.83499)",Potholes,55.83499,-4.27294,S01009911,Strathbungo - 07
"POINT (-4.3033 55.88083)",Potholes,55.88083,-4.3033,S01010403,Dowanhill - 01
"POINT (-4.26178 55.84417)",Potholes,55.84417,-4.26178,S01010033,Laurieston and Tradeston - 03
"POINT (-4.19857 55.87068)",Potholes,55.87068,-4.19857,S01010173,Riddrie and Hogganfield - 02
"POINT (-4.31292 55.87734)",Potholes,55.87734,-4.31292,S01010398,Partickhill and Hyndland - 02
"POINT (-4.2515 55.86992)",Potholes,55.86992,-4.2515,S01010261,City Centre East - 03
"POINT (-4.23381 55.85951)",Potholes,55.85951,-4.23381,S01010257,Gallowgate North and Bellgrove - 04
"POINT (-4.32857 55.7982)",Potholes,55.7982,-4.32857,S01009758,Darnley East - 01
"POINT (-4.13558 55.86403)",Potholes,55.86403,-4.13558,S01010120,North Barlanark and Easterhouse South - 03
"POINT (-4.13135 55.86584)",Potholes,55.86584,-4.13135,S01010120,North Barlanark and Easterhouse South - 03
"POINT (-4.24923 55.79658)",Potholes,55.79658,-4.24923,S01009972,Carmunnock South - 04
"POINT (-4.26501 55.86521)",Potholes,55.86521,-4.26501,S01010271,City Centre West - 06
"POINT (-4.26615 55.84016)",Potholes,55.84016,-4.26615,S01009882,Pollokshields East - 02
"POINT (-4.24054 55.85601)",Potholes,55.85601,-4.24054,S01010039,Calton and Gallowgate - 03
"POINT (-4.35095 55.83963)",Potholes,55.83963,-4.35095,S01009800,Pollok North and East - 02
"POINT (-4.34319 55.84355)",Potholes,55.84355,-4.34319,S01009807,Cardonald South and East - 02
"POINT (-4.31749 55.88767)",Potholes,55.88767,-4.31749,S01010467,Anniesland East - 03
"POINT (-4.31957 55.89516)",Potholes,55.89516,-4.31957,S01010466,Anniesland East - 02
"POINT (-4.30677 55.87702)",Potholes,55.87702,-4.30677,S01010400,Partickhill and Hyndland - 04
"POINT (-4.35291 55.85194)",Potholes,55.85194,-4.35291,S01009812,Cardonald North - 03
"POINT (-4.18799 55.89013)",Potholes,55.89013,-4.18799,S01010192,Robroyston and Millerston - 07
"POINT (-4.26943 55.87992)",Potholes,55.87992,-4.26943,S01010314,Keppochhill - 06
"POINT (-4.23748 55.89702)",Potholes,55.89702,-4.23748,S01010335,Milton East - 01
"POINT (-4.1883 55.89082)",Potholes,55.89082,-4.1883,S01010192,Robroyston and Millerston - 07
"POINT (-4.21755 55.84258)",Potholes,55.84258,-4.21755,S01010053,Parkhead West and Barrowfield - 05
"POINT (-4.30201 55.81826)",Potholes,55.81826,-4.30201,S01009954,Newlands - 07
"POINT (-4.3288 55.82261)",Potholes,55.82261,-4.3288,S01009937,Pollokshaws - 05
"POINT (-4.26624 55.83999)",Potholes,55.83999,-4.26624,S01009882,Pollokshields East - 02
"POINT (-4.25059 55.86885)",Potholes,55.86885,-4.25059,S01010297,Woodside - 01
"POINT (-4.1097 55.85537)",Pavements/footpaths,55.85537,-4.1097,S01010101,Garrowhill East and Swinton - 02
"POINT (-4.28214 55.86066)",Potholes,55.86066,-4.28214,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.28132 55.86017)",Potholes,55.86017,-4.28132,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.33138 55.83801)",Potholes,55.83801,-4.33138,S01009853,Mosspark - 02
"POINT (-4.26224 55.81733)",Potholes,55.81733,-4.26224,S01010009,Cathcart - 05
"POINT (-4.26345 55.85328)",Potholes,55.85328,-4.26345,S01010032,Laurieston and Tradeston - 02
"POINT (-4.25967 55.85653)",Potholes,55.85653,-4.25967,S01010273,City Centre South - 02
"POINT (-4.3448 55.84352)",Potholes,55.84352,-4.3448,S01009807,Cardonald South and East - 02
"POINT (-4.34041 55.89437)",Potholes,55.89437,-4.34041,S01010477,Anniesland West - 08
"POINT (-4.28519 55.86139)",Potholes,55.86139,-4.28519,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.21085 55.88278)",Potholes,55.88278,-4.21085,S01010201,Barmulloch - 03
"POINT (-4.28558 55.86138)",Potholes,55.86138,-4.28558,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.28696 55.90111)",Pavements/footpaths,55.90111,-4.28696,S01010342,Summerston Central and West - 03
"POINT (-4.21797 55.80652)",Potholes,55.80652,-4.21797,S01009985,Glenwood North - 06
"POINT (-4.34592 55.84472)",Potholes,55.84472,-4.34592,S01009806,Cardonald South and East - 01
"POINT (-4.33475 55.83977)",Potholes,55.83977,-4.33475,S01009808,Cardonald South and East - 03
"POINT (-4.32696 55.84311)",Potholes,55.84311,-4.32696,S01009857,Mosspark - 06
"POINT (-4.34511 55.84339)",Potholes,55.84339,-4.34511,S01009807,Cardonald South and East - 02
"POINT (-4.34754 55.87839)",Potholes,55.87839,-4.34754,S01010429,Scotstoun North and East - 03
"POINT (-4.27881 55.87108)",Potholes,55.87108,-4.27881,S01010290,Woodlands - 02
"POINT (-4.26846 55.8436)",Potholes,55.8436,-4.26846,S01009883,Pollokshields East - 03
"POINT (-4.11523 55.85502)",Potholes,55.85502,-4.11523,S01010093,Baillieston East - 06
"POINT (-4.2878 55.87833)",Potholes,55.87833,-4.2878,S01010371,North Kelvin - 03
"POINT (-4.31867 55.87555)",Potholes,55.87555,-4.31867,S01010394,Partick - 02
"POINT (-4.11312 55.84288)",Potholes,55.84288,-4.11312,S01010088,Baillieston East - 01
"POINT (-4.34764 55.86001)",Potholes,55.86001,-4.34764,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.35969 55.8457)",Potholes,55.8457,-4.35969,S01009832,Hillington - 04
"POINT (-4.34621 55.89132)",Potholes,55.89132,-4.34621,S01010464,Knightswood Park East - 05
"POINT (-4.34804 55.80771)",Potholes,55.80771,-4.34804,S01009767,Darnley North - 04
"POINT (-4.30227 55.81857)",Potholes,55.81857,-4.30227,S01009954,Newlands - 07
"POINT (-4.23581 55.86783)",Potholes,55.86783,-4.23581,S01010262,City Centre East - 04
"POINT (-4.21982 55.84463)",Potholes,55.84463,-4.21982,S01010047,Dalmarnock - 02
"POINT (-4.3632 55.82799)",Potholes,55.82799,-4.3632,S01009795,Pollok South and West - 04
"POINT (-4.25938 55.84433)",Potholes,55.84433,-4.25938,S01010033,Laurieston and Tradeston - 03
"POINT (-4.34289 55.82204)",Potholes,55.82204,-4.34289,S01009775,Nitshill - 01
"POINT (-4.27318 55.83659)",Potholes,55.83659,-4.27318,S01009908,Strathbungo - 04
"POINT (-4.26337 55.83512)",Potholes,55.83512,-4.26337,S01009905,Strathbungo - 01
"POINT (-4.18317 55.87477)",Potholes,55.87477,-4.18317,S01010182,Blackhill and Barmulloch East - 04
"POINT (-4.32609 55.80841)",Potholes,55.80841,-4.32609,S01009940,Carnwadric West - 02
"POINT (-4.26631 55.86728)",Potholes,55.86728,-4.26631,S01010268,City Centre West - 03
"POINT (-4.23943 55.82787)",Potholes,55.82787,-4.23943,S01010020,Toryglen and Oatlands - 05
"POINT (-4.2733 55.86865)",Potholes,55.86865,-4.2733,S01010290,Woodlands - 02
"POINT (-4.28735 55.81815)",Potholes,55.81815,-4.28735,S01009951,Newlands - 04
"POINT (-4.27465 55.86775)",Potholes,55.86775,-4.27465,S01010289,Woodlands - 01
"POINT (-4.32239 55.87167)",Potholes,55.87167,-4.32239,S01010415,Broomhill - 01
"POINT (-4.25456 55.87789)",Potholes,55.87789,-4.25456,S01010220,Cowlairs and Port Dundas - 02
"POINT (-4.29765 55.86803)",Potholes,55.86803,-4.29765,S01010284,Finnieston and Kelvinhaugh - 03
"POINT (-4.35225 55.84445)",Potholes,55.84445,-4.35225,S01009819,Cardonald West and Central - 05
"POINT (-4.25811 55.87252)",Potholes,55.87252,-4.25811,S01010297,Woodside - 01
"POINT (-4.33159 55.80251)",Potholes,55.80251,-4.33159,S01009761,Darnley East - 04
"POINT (-4.20435 55.89046)",Potholes,55.89046,-4.20435,S01010200,Barmulloch - 02
"POINT (-4.26988 55.85779)",Potholes,55.85779,-4.26988,S01010272,City Centre South - 01
"POINT (-4.24551 55.8495)",Potholes,55.8495,-4.24551,S01010025,Gorbals and Hutchesontown - 03
"POINT (-4.32073 55.89605)",Potholes,55.89605,-4.32073,S01010466,Anniesland East - 02
"POINT (-4.27109 55.86318)",Potholes,55.86318,-4.27109,S01010281,Anderston - 06
"POINT (-4.35183 55.88935)",Potholes,55.88935,-4.35183,S01010463,Knightswood Park East - 04
"POINT (-4.34545 55.84353)",Potholes,55.84353,-4.34545,S01009806,Cardonald South and East - 01
"POINT (-4.35707 55.85167)",Potholes,55.85167,-4.35707,S01009831,Hillington - 03
"POINT (-4.25662 55.83154)",Potholes,55.83154,-4.25662,S01009904,Battlefield - 06
"POINT (-4.17199 55.85325)",Potholes,55.85325,-4.17199,S01010147,Old Shettleston and Parkhead North - 01
"POINT (-4.18332 55.84571)",Potholes,55.84571,-4.18332,S01010059,Parkhead East and Braidfauld North - 04
"POINT (-4.23587 55.84636)",Potholes,55.84636,-4.23587,S01010040,Calton and Gallowgate - 04
"POINT (-4.26033 55.85349)",Potholes,55.85349,-4.26033,S01010032,Laurieston and Tradeston - 02
"POINT (-4.34385 55.84568)",Potholes,55.84568,-4.34385,S01009806,Cardonald South and East - 01
"POINT (-4.2741 55.84581)",Potholes,55.84581,-4.2741,S01009875,Pollokshields West - 01
"POINT (-4.15451 55.85533)",Potholes,55.85533,-4.15451,S01010136,Greenfield - 06
"POINT (-4.23761 55.86431)",Potholes,55.86431,-4.23761,S01010262,City Centre East - 04
"POINT (-4.18705 55.88999)",Potholes,55.88999,-4.18705,S01010193,Robroyston and Millerston - 08
"POINT (-4.253 55.83639)",Potholes,55.83639,-4.253,S01009898,Govanhill East and Aikenhead - 05
"POINT (-4.32471 55.8813)",Potholes,55.8813,-4.32471,S01010416,Broomhill - 02
"POINT (-4.32416 55.88043)",Potholes,55.88043,-4.32416,S01010417,Broomhill - 03
"POINT (-4.37053 55.90537)",Potholes,55.90537,-4.37053,S01010486,Blairdardie West - 02
"POINT (-4.37793 55.8883)",Potholes,55.8883,-4.37793,S01010438,Yoker South - 02
"POINT (-4.29967 55.87575)",Potholes,55.87575,-4.29967,S01010374,Kelvingrove and University - 01
"POINT (-4.2456 55.80996)",Potholes,55.80996,-4.2456,S01009968,Carmunnock North - 04
"POINT (-4.28151 55.88463)",Potholes,55.88463,-4.28151,S01010319,Ruchill - 05
"POINT (-4.25786 55.85224)",Pavements/footpaths,55.85224,-4.25786,S01010035,Laurieston and Tradeston - 05
"POINT (-4.2542 55.88366)",Potholes,55.88366,-4.2542,S01010224,Cowlairs and Port Dundas - 06
"POINT (-4.24609 55.78665)",Potholes,55.78665,-4.24609,S01009969,Carmunnock South - 01
"POINT (-4.23748 55.89701)",Potholes,55.89701,-4.23748,S01010335,Milton East - 01
"POINT (-4.34516 55.84351)",Potholes,55.84351,-4.34516,S01009807,Cardonald South and East - 02
"POINT (-4.30454 55.87726)",Potholes,55.87726,-4.30454,S01010401,Partickhill and Hyndland - 05
"POINT (-4.34332 55.89912)",Potholes,55.89912,-4.34332,S01010480,Blairdardie East - 03
"POINT (-4.25348 55.86419)",Pavements/footpaths,55.86419,-4.25348,S01010275,City Centre South - 04
"POINT (-4.27388 55.84575)",Potholes,55.84575,-4.27388,S01009875,Pollokshields West - 01
"POINT (-4.34561 55.80698)",Potholes,55.80698,-4.34561,S01009767,Darnley North - 04
"POINT (-4.172 55.84401)",Pavements/footpaths,55.84401,-4.172,S01010062,Braidfauld - 02
"POINT (-4.33322 55.84815)",Potholes,55.84815,-4.33322,S01009850,Craigton - 03
"POINT (-4.31125 55.90356)",Potholes,55.90356,-4.31125,S01010347,Summerston North - 02
"POINT (-4.24348 55.86306)",Potholes,55.86306,-4.24348,S01010259,City Centre East - 01
"POINT (-4.10015 55.86493)",Potholes,55.86493,-4.10015,S01010108,Easterhouse East - 04
"POINT (-4.10697 55.86487)",Potholes,55.86487,-4.10697,S01010107,Easterhouse East - 03
"POINT (-4.34676 55.86115)",Potholes,55.86115,-4.34676,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.33966 55.85685)",Potholes,55.85685,-4.33966,S01009836,Drumoyne and Shieldhall - 04
"POINT (-4.34481 55.84348)",Potholes,55.84348,-4.34481,S01009807,Cardonald South and East - 02
"POINT (-4.35377 55.84795)",Potholes,55.84795,-4.35377,S01009821,Cardonald West and Central - 07
"POINT (-4.15506 55.8642)",Potholes,55.8642,-4.15506,S01010129,Barlanark - 07
"POINT (-4.18816 55.8902)",Potholes,55.8902,-4.18816,S01010192,Robroyston and Millerston - 07
"POINT (-4.15456 55.8527)",Potholes,55.8527,-4.15456,S01010131,Greenfield - 01
"POINT (-4.22862 55.88851)",Potholes,55.88851,-4.22862,S01010210,Springburn - 02
"POINT (-4.34008 55.85669)",Potholes,55.85669,-4.34008,S01009836,Drumoyne and Shieldhall - 04
"POINT (-4.36446 55.84537)",Potholes,55.84537,-4.36446,S01009818,Cardonald West and Central - 04
"POINT (-4.36383 55.88292)",Potholes,55.88292,-4.36383,S01010432,Scotstoun South and West - 01
"POINT (-4.35975 55.84646)",Potholes,55.84646,-4.35975,S01009832,Hillington - 04
"POINT (-4.27552 55.83891)",Potholes,55.83891,-4.27552,S01009885,Pollokshields East - 05
"POINT (-4.25913 55.84538)",Potholes,55.84538,-4.25913,S01010033,Laurieston and Tradeston - 03
"POINT (-4.27462 55.91888)",Potholes,55.91888,-4.27462,S01010345,Summerston Central and West - 06
"POINT (-4.34782 55.82484)",Potholes,55.82484,-4.34782,S01009786,Crookston South - 03
"POINT (-4.35603 55.8457)",Potholes,55.8457,-4.35603,S01009820,Cardonald West and Central - 06
"POINT (-4.25464 55.86804)",Potholes,55.86804,-4.25464,S01010270,City Centre West - 05
"POINT (-4.23115 55.87486)",Potholes,55.87486,-4.23115,S01010222,Cowlairs and Port Dundas - 04
"POINT (-4.22451 55.88622)",Potholes,55.88622,-4.22451,S01010212,Springburn - 04
"POINT (-4.29263 55.8178)",Potholes,55.8178,-4.29263,S01009949,Newlands - 02
"POINT (-4.26598 55.86874)",Potholes,55.86874,-4.26598,S01010297,Woodside - 01
"POINT (-4.21736 55.88588)",Potholes,55.88588,-4.21736,S01010201,Barmulloch - 03
"POINT (-4.21484 55.88393)",Potholes,55.88393,-4.21484,S01010201,Barmulloch - 03
"POINT (-4.34589 55.83488)",Potholes,55.83488,-4.34589,S01009801,Pollok North and East - 03
"POINT (-4.24853 55.86547)",Potholes,55.86547,-4.24853,S01010270,City Centre West - 05
"POINT (-4.3085 55.88969)",Potholes,55.88969,-4.3085,S01010364,Kelvindale - 02
"POINT (-4.24447 55.82524)",Potholes,55.82524,-4.24447,S01010002,Kingspark North - 04
"POINT (-4.26944 55.87988)",Potholes,55.87988,-4.26944,S01010314,Keppochhill - 06
"POINT (-4.21923 55.80633)",Potholes,55.80633,-4.21923,S01009985,Glenwood North - 06
"POINT (-4.27008 55.88386)",Potholes,55.88386,-4.27008,S01010316,Ruchill - 02
"POINT (-4.3307 55.87225)",Potholes,55.87225,-4.3307,S01010423,Whiteinch - 01
"POINT (-4.33027 55.87151)",Potholes,55.87151,-4.33027,S01010423,Whiteinch - 01
"POINT (-4.17673 55.85804)",Potholes,55.85804,-4.17673,S01010151,Old Shettleston and Parkhead North - 05
"POINT (-4.1774 55.85779)",Potholes,55.85779,-4.1774,S01010151,Old Shettleston and Parkhead North - 05
"POINT (-4.34498 55.85885)",Potholes,55.85885,-4.34498,S01009836,Drumoyne and Shieldhall - 04
"POINT (-4.3006 55.89792)",Potholes,55.89792,-4.3006,S01010346,Summerston North - 01
"POINT (-4.27872 55.88211)",Potholes,55.88211,-4.27872,S01010317,Ruchill - 03
"POINT (-4.30423 55.85473)",Potholes,55.85473,-4.30423,S01009862,Ibrox East and Cessnock - 01
"POINT (-4.17512 55.8663)",Potholes,55.8663,-4.17512,S01010157,"Cranhill, Lightburn and Queenslie South - 02"
"POINT (-4.35075 55.81895)",Potholes,55.81895,-4.35075,S01009785,Crookston South - 02
"POINT (-4.18204 55.8933)",Potholes,55.8933,-4.18204,S01010193,Robroyston and Millerston - 08
"POINT (-4.26822 55.82732)",Potholes,55.82732,-4.26822,S01009904,Battlefield - 06
"POINT (-4.24996 55.8559)",Potholes,55.8559,-4.24996,S01010274,City Centre South - 03
"POINT (-4.2456 55.8286)",Potholes,55.8286,-4.2456,S01010021,Toryglen and Oatlands - 06
"POINT (-4.33152 55.8645)",Potholes,55.8645,-4.33152,S01009847,Govan and Linthouse - 07
"POINT (-4.34785 55.84007)",Potholes,55.84007,-4.34785,S01009800,Pollok North and East - 02
"POINT (-4.37111 55.89464)",Potholes,55.89464,-4.37111,S01010448,Knightswood West - 02
"POINT (-4.24293 55.89705)",Potholes,55.89705,-4.24293,S01010335,Milton East - 01
"POINT (-4.18461 55.89013)",Potholes,55.89013,-4.18461,S01010193,Robroyston and Millerston - 08
"POINT (-4.24492 55.88683)",Potholes,55.88683,-4.24492,S01010328,Possil Park - 06
"POINT (-4.25985 55.89476)",Potholes,55.89476,-4.25985,S01010334,Milton West - 05
"POINT (-4.32868 55.8226)",Potholes,55.8226,-4.32868,S01009937,Pollokshaws - 05
"POINT (-4.26516 55.82333)",Potholes,55.82333,-4.26516,S01009899,Battlefield - 01
"POINT (-4.27821 55.81307)",Potholes,55.81307,-4.27821,S01009959,Muirend and Old Cathcart - 01
"POINT (-4.26894 55.8641)",Potholes,55.8641,-4.26894,S01010267,City Centre West - 02
"POINT (-4.15369 55.86565)",Potholes,55.86565,-4.15369,S01010129,Barlanark - 07
"POINT (-4.2564 55.83146)",Potholes,55.83146,-4.2564,S01009904,Battlefield - 06
"POINT (-4.33024 55.80228)",Potholes,55.80228,-4.33024,S01009760,Darnley East - 03
"POINT (-4.26649 55.85212)",Potholes,55.85212,-4.26649,S01010032,Laurieston and Tradeston - 02
"POINT (-4.10221 55.86482)",Potholes,55.86482,-4.10221,S01010106,Easterhouse East - 02
"POINT (-4.30894 55.81265)",Potholes,55.81265,-4.30894,S01009945,Carnwadric East - 02
"POINT (-4.34154 55.82681)",Potholes,55.82681,-4.34154,S01009789,Crookston North - 02
"POINT (-4.17339 55.83274)",Potholes,55.83274,-4.17339,S01010071,Shettleston South - 03
"POINT (-4.28529 55.86144)",Potholes,55.86144,-4.28529,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.30547 55.87939)",Potholes,55.87939,-4.30547,S01010403,Dowanhill - 01
"POINT (-4.26904 55.84475)",Potholes,55.84475,-4.26904,S01009881,Pollokshields East - 01
"POINT (-4.35228 55.80761)",Potholes,55.80761,-4.35228,S01009769,Darnley West - 02
"POINT (-4.29306 55.82565)",Potholes,55.82565,-4.29306,S01009936,Pollokshaws - 04
"POINT (-4.2633 55.85681)",Potholes,55.85681,-4.2633,S01010273,City Centre South - 02
"POINT (-4.3028 55.81602)",Potholes,55.81602,-4.3028,S01009954,Newlands - 07
"POINT (-4.36055 55.80728)",Potholes,55.80728,-4.36055,S01009772,Darnley West - 05
"POINT (-4.34499 55.84483)",Potholes,55.84483,-4.34499,S01009806,Cardonald South and East - 01
"POINT (-4.34121 55.82668)",Potholes,55.82668,-4.34121,S01009789,Crookston North - 02
"POINT (-4.28901 55.82857)",Potholes,55.82857,-4.28901,S01009918,Maxwell Park - 07
"POINT (-4.12235 55.87958)",Potholes,55.87958,-4.12235,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
"POINT (-4.25503 55.87002)",Potholes,55.87002,-4.25503,S01010297,Woodside - 01
"POINT (-4.32889 55.87314)",Potholes,55.87314,-4.32889,S01010391,Glasgow Harbour and Partick South - 04
"POINT (-4.34952 55.90845)",Potholes,55.90845,-4.34952,S01010490,Drumchapel South - 03
"POINT (-4.09236 55.84698)",Potholes,55.84698,-4.09236,S01010088,Baillieston East - 01
"POINT (-4.25192 55.81356)",Potholes,55.81356,-4.25192,S01009967,Carmunnock North - 03
"POINT (-4.26327 55.841)",Potholes,55.841,-4.26327,S01009882,Pollokshields East - 02
"POINT (-4.27314 55.81994)",Potholes,55.81994,-4.27314,S01009958,Merrylee and Millbrae - 04
"POINT (-4.24951 55.82835)",Potholes,55.82835,-4.24951,S01009902,Battlefield - 04
"POINT (-4.16858 55.83658)",Potholes,55.83658,-4.16858,S01010071,Shettleston South - 03
"POINT (-4.19989 55.8577)",Potholes,55.8577,-4.19989,S01010245,Carntyne West and Haghill - 04
"POINT (-4.23658 55.86227)",Potholes,55.86227,-4.23658,S01010262,City Centre East - 04
"POINT (-4.23035 55.85911)",Potholes,55.85911,-4.23035,S01010262,City Centre East - 04
"POINT (-4.22472 55.85836)",Potholes,55.85836,-4.22472,S01010254,Gallowgate North and Bellgrove - 01
"POINT (-4.34807 55.89381)",Pavements/footpaths,55.89381,-4.34807,S01010461,Knightswood Park East - 02
"POINT (-4.27526 55.8631)",Potholes,55.8631,-4.27526,S01010278,Anderston - 03
"POINT (-4.27011 55.83487)",Potholes,55.83487,-4.27011,S01009909,Strathbungo - 05
"POINT (-4.23057 55.81281)",Potholes,55.81281,-4.23057,S01009991,Castlemilk - 06
"POINT (-4.35401 55.83345)",Potholes,55.83345,-4.35401,S01009803,Pollok North and East - 05
"POINT (-4.36445 55.84123)",Potholes,55.84123,-4.36445,S01009817,Cardonald West and Central - 03
"POINT (-4.25901 55.84548)",Potholes,55.84548,-4.25901,S01010033,Laurieston and Tradeston - 03
"POINT (-4.2603 55.8934)",Potholes,55.8934,-4.2603,S01010331,Milton West - 02
"POINT (-4.21505 55.80552)",Potholes,55.80552,-4.21505,S01009984,Glenwood North - 05
"POINT (-4.18065 55.84006)",Potholes,55.84006,-4.18065,S01010065,Braidfauld - 05
"POINT (-4.28286 55.8278)",Potholes,55.8278,-4.28286,S01009926,Shawlands East - 04
